company_name,founding_year,vc_backed_binary,start_date,exit_date,exit_type,source,tags,team_size,country,adjusted_start,end_date,event,time_years
FlexDesk,2022,1,2023-01-01,,,YC,"['Marketplace', 'B2B', 'HR Tech', 'Proptech', 'Remote Work']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
pyq,2022,1,2023-01-01,,,YC,"['AIOps', 'Artificial Intelligence', 'Developer Tools', 'Machine Learning', 'B2B']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Backdrop (previously Twig),2023,1,2024-01-01,,,YC,"['Fintech', 'SaaS', 'B2B', 'Entertainment', 'Enterprise']",2.0,US,2024-01-01,2024-06-30,0,0.49555099247091033
Rosettic,2023,1,2024-01-01,,,YC,[],2.0,,2024-01-01,2024-06-30,0,0.49555099247091033
Concourse,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'Payments', 'B2B']",5.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Latent,2022,1,2023-01-01,,,YC,"['B2B', 'Healthcare', 'Insurance', 'Enterprise', 'AI']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Viddy,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Video', 'E-commerce', 'Creator Economy']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Lume,2022,1,2023-01-01,,,YC,"['Generative AI', 'SaaS', 'B2B', 'Data Engineering', 'AI']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Pigeon,2022,1,2023-01-01,,,YC,[],5.0,,2023-01-01,2024-06-30,0,1.4948665297741273
Resync,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Collaboration', 'Remote Work']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Depot,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'DevOps']",3.0,GB,2023-01-01,2024-06-30,0,1.4948665297741273
Paperplane,2022,1,2023-01-01,,,YC,"['SaaS', 'Sales', 'NLP']",6.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Mirrorful,2023,1,2024-01-01,,,YC,"['Developer Tools', 'SaaS', 'Design', 'Design Tools', 'Open Source']",2.0,US,2024-01-01,2024-06-30,0,0.49555099247091033
Rollstack,2022,1,2023-01-01,,,YC,"['Productivity', 'Analytics', 'Big Data', 'Data Visualization', 'AI']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Layup,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'SaaS', 'B2B']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Syncly,2022,1,2023-01-01,,,YC,"['Generative AI', 'SaaS', 'B2B', 'Customer Success', 'Analytics']",6.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Credal.ai,2022,1,2023-01-01,,,YC,"['Generative AI', 'Chatbots', 'Cybersecurity']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Doctor Droid,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B']",6.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Versori,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'API', 'No-code', 'Data Engineering']",8.0,GB,2023-01-01,2024-06-30,0,1.4948665297741273
Trigger.dev,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Productivity', 'Open Source']",4.0,GB,2023-01-01,2024-06-30,0,1.4948665297741273
Traceloop,2022,1,2023-01-01,,,YC,"['Developer Tools', 'Generative AI', 'SaaS', 'Open Source']",3.0,IL,2023-01-01,2024-06-30,0,1.4948665297741273
rift,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Sales']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Matano,2022,1,2023-01-01,,,YC,"['DevSecOps', 'Analytics', 'Security', 'Open Source', 'Cybersecurity']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Cardinal,2023,1,2024-01-01,,,YC,"['Generative AI', 'SaaS', 'B2B', 'Productivity', 'Analytics']",3.0,US,2024-01-01,2024-06-30,0,0.49555099247091033
Linum,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Generative AI', 'Video']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
OneText,2021,1,2022-01-01,,,YC,"['Fintech', 'Payments', 'Consumer', 'B2B', 'E-commerce']",6.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Pynecone,2022,1,2023-01-01,,,YC,"['Developer Tools', 'Open Source', 'Web Development', 'Infrastructure']",6.0,,2023-01-01,2024-06-30,0,1.4948665297741273
Miracle,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Biotech', 'Healthcare']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Blyss,2022,1,2023-01-01,,,YC,"['Developer Tools', 'Hard Tech', 'Crypto / Web3', 'Security', 'Privacy']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Shyp,2022,1,2023-01-01,,,YC,[],2.0,,2023-01-01,2024-06-30,0,1.4948665297741273
Laminate,2023,1,2024-01-01,,,YC,"['Fintech', 'B2B', 'API']",1.0,US,2024-01-01,2024-06-30,0,0.49555099247091033
Blocksfabrik,2021,1,2022-01-01,,,YC,[],5.0,,2022-01-01,2024-06-30,0,2.4941820670773445
Stack AI,2022,1,2023-01-01,,,YC,[],2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Middleware,2022,1,2023-01-01,,,YC,[],22.0,,2023-01-01,2024-06-30,0,1.4948665297741273
Infisical,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Security', 'Open Source']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Avoca,2022,1,2023-01-01,,,YC,[],2.0,,2023-01-01,2024-06-30,0,1.4948665297741273
Nucleus,2022,1,2023-01-01,,,YC,"['Finance', 'B2B', 'Identity', 'API']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Rubbrband,2022,1,2023-01-01,,,YC,[],3.0,,2023-01-01,2024-06-30,0,1.4948665297741273
Mogara,2022,1,2023-01-01,,,YC,"['Finance', 'B2B']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Sameday,2021,1,2022-01-01,,,YC,"['Generative AI', 'B2B', 'Sales Enablement', 'Automation', 'AI']",7.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Chima,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Developer Tools', 'Generative AI', 'SaaS', 'B2B']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Lavo Life Sciences,2022,1,2023-01-01,,,YC,"['AI-powered Drug Discovery', 'Machine Learning', 'Biotech', 'Drug discovery']",3.0,,2023-01-01,2024-06-30,0,1.4948665297741273
AlphaWatch AI,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Fintech', 'Finance', 'AI', 'AI Assistant']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
TigerEye,2021,1,2022-01-01,,,YC,"['SaaS', 'Sales', 'Sales Enablement']",16.0,,2022-01-01,2024-06-30,0,2.4941820670773445
OpenSight,2022,1,2023-01-01,,,YC,"['Generative AI', 'B2B', 'Customer Success', 'Customer Support']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Polymath Robotics,2021,1,2022-01-01,,,YC,"['Artificial Intelligence', 'Hard Tech', 'Machine Learning', 'Robotics', 'Unmanned Vehicle']",9.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Terrace,2021,1,2022-01-01,,,YC,"['DeFi', 'Fintech', 'SaaS', 'Crypto / Web3']",5.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Ivy,2021,1,2022-01-01,,,YC,"['Artificial Intelligence', 'Developer Tools', 'Machine Learning', 'Open Source', 'API']",10.0,GB,2022-01-01,2024-06-30,0,2.4941820670773445
Morf Health,2022,1,2023-01-01,,,YC,"['Health Tech', 'Healthcare IT']",3.0,,2023-01-01,2024-06-30,0,1.4948665297741273
Ping,2021,1,2022-01-01,,,YC,"['Crypto / Web3', 'Payments', 'Neobank']",20.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Materee,2022,1,2023-01-01,,,YC,"['Construction', 'B2B']",20.0,ID,2023-01-01,2024-06-30,0,1.4948665297741273
Guardian Bio,2022,1,2023-01-01,,,YC,"['Biotech', 'Healthcare', 'Therapeutics', 'Oncology']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Radiant,2022,1,2023-01-01,,,YC,"['B2B', 'Productivity', 'Enterprise', 'AI']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Integrated Reasoning,2021,1,2022-01-01,,,YC,"['Artificial Intelligence', 'Developer Tools', 'Hard Tech', 'Hardware', 'SaaS']",2.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Pivo Technology Inc,2021,1,2022-01-01,,,YC,"['Fintech', 'Payments', 'B2B', 'Supply Chain', 'Neobank']",11.0,NG,2022-01-01,2024-06-30,0,2.4941820670773445
Coverage Cat,2022,1,2023-01-01,,,YC,"['Fintech', 'Machine Learning', 'Insurance']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
AccessOwl,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Compliance', 'Security']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Intuned,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Productivity', 'Analytics', 'Data Engineering']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Cone,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'B2B']",8.0,IN,2023-01-01,2024-06-30,0,1.4948665297741273
Lotus,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'Open Source', 'Enterprise']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Lumo,2022,1,2023-01-01,,,YC,"['Documents', 'Fintech', 'Real Estate', 'Proptech']",3.0,ES,2023-01-01,2024-06-30,0,1.4948665297741273
Axle,2022,1,2023-01-01,,,YC,"['Developer Tools', 'Fintech', 'B2B', 'API', 'Insurance']",6.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Cambio,2021,1,2022-01-01,,,YC,"['Artificial Intelligence', 'Real Estate', 'B2B', 'Climate', 'ClimateTech']",5.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
InVision Medical Technology,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Health Tech', 'Diagnostics']",2.0,,2023-01-01,2024-06-30,0,1.4948665297741273
Landeed,2022,1,2023-01-01,,,YC,"['Documents', 'Fintech', 'Civic Tech', 'Proptech', 'Insurance']",5.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
CAPSULE,2022,1,2023-01-01,,,YC,"['Machine Learning', 'E-commerce']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Kamion,2020,1,2021-01-01,,,YC,"['Marketplace', 'Logistics']",12.0,TR,2021-01-01,2024-06-30,0,3.4934976043805612
Shelf,2022,1,2023-01-01,,,YC,"['Fintech', 'Payments', 'Neobank']",2.0,IN,2023-01-01,2024-06-30,0,1.4948665297741273
Velontra,2021,1,2022-01-01,,,YC,"['Commercial Space Launch', 'Hardware', 'Drones', 'Space Exploration', 'Satellites']",4.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Be Golden,2021,1,2022-01-01,,,YC,"['Artificial Intelligence', 'Generative AI', 'Machine Learning', 'Health Tech']",2.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
REVER,2022,1,2023-01-01,,,YC,"['Fintech', 'SaaS', 'B2B', 'Logistics', 'E-commerce']",18.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Abridge,2022,1,2023-01-01,,,YC,"['Digital Freight Brokerage', 'B2B', 'Logistics', 'Supply Chain']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
AlgoTest,2021,1,2022-01-01,,,YC,"['Fintech', 'No-code']",6.0,IN,2022-01-01,2024-06-30,0,2.4941820670773445
Knowtex,2022,1,2023-01-01,,,YC,"['Machine Learning', 'Health Tech', 'B2B', 'Productivity', 'Digital Health']",,US,2023-01-01,2024-06-30,0,1.4948665297741273
Kashin,2020,1,2021-01-01,,,YC,['Fintech'],55.0,PE,2021-01-01,2024-06-30,0,3.4934976043805612
Taro,2022,1,2023-01-01,,,YC,"['Developer Tools', 'Education', 'Community', 'Video', 'Creator Economy']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Pump,2022,1,2023-01-01,,,YC,"['FinOps', 'Fintech', 'SaaS', 'B2B', 'AI']",5.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Slingshot,2022,1,2023-01-01,,,YC,[],2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Monterey AI,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Productivity', 'AI']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
MovingLake,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Analytics', 'API', 'Data Engineering']",3.0,MX,2023-01-01,2024-06-30,0,1.4948665297741273
Vizzly,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B', 'Analytics', 'API']",3.0,GB,2023-01-01,2024-06-30,0,1.4948665297741273
Jamble,2021,1,2022-01-01,,,YC,"['Marketplace', 'Sustainable Fashion', 'Consumer', 'Social', 'Creator Economy']",3.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
ReleviumBio,2019,1,2020-01-01,,,YC,"['Medical Devices', 'Biotech', 'Healthcare', 'Therapeutics', 'Drug discovery']",4.0,IE,2020-01-01,2024-06-30,0,4.4955509924709105
Lancey,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Sales', 'Enterprise']",3.0,CA,2023-01-01,2024-06-30,0,1.4948665297741273
Blockscope,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Developer Tools', 'SaaS', 'Crypto / Web3']",4.0,CA,2023-01-01,2024-06-30,0,1.4948665297741273
Entvin,2022,1,2023-01-01,,,YC,"['Sales', 'Sales Enablement']",3.0,IN,2023-01-01,2024-06-30,0,1.4948665297741273
Wondercraft,2023,1,2024-01-01,,,YC,"['Artificial Intelligence', 'SaaS', 'B2B', 'Podcasts', 'AI']",2.0,GB,2024-01-01,2024-06-30,0,0.49555099247091033
Oneleet,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Compliance', 'Security', 'AI']",7.0,NL,2023-01-01,2024-06-30,0,1.4948665297741273
autone,2021,1,2022-01-01,,,YC,"['Sustainable Fashion', 'Consumer', 'Supply Chain', 'Retail']",8.0,GB,2022-01-01,2024-06-30,0,2.4941820670773445
Drahim 💰,2021,1,2022-01-01,,,YC,"['Fintech', 'Analytics', 'Investing']",8.0,SA,2022-01-01,2024-06-30,0,2.4941820670773445
Uwi,2022,1,2023-01-01,,,YC,"['Fintech', 'Real Estate', 'Proptech']",14.0,PH,2023-01-01,2024-06-30,0,1.4948665297741273
Krave Mart,2021,1,2022-01-01,,,YC,"['Grocery', 'Consumer', 'Delivery', 'Logistics', 'E-commerce']",80.0,PK,2022-01-01,2024-06-30,0,2.4941820670773445
Almond,2021,1,2022-01-01,,,YC,"['Consumer Health Services', 'Telehealth', 'Consumer', 'Healthcare', 'Femtech']",8.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Levers,2022,1,2023-01-01,,,YC,"['SaaS', 'Finance']",5.0,SA,2023-01-01,2024-06-30,0,1.4948665297741273
Sonnet,2022,1,2023-01-01,,,YC,"['Generative AI', 'B2B', 'Sales', 'Personalization']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Caddie,2021,1,2022-01-01,,,YC,"['SaaS', 'B2B', 'Sales', 'Marketing', 'Enterprise']",2.0,CA,2022-01-01,2024-06-30,0,2.4941820670773445
UpLink,2021,1,2022-01-01,,,YC,"['Documents', 'SaaS', 'B2B', 'Productivity', 'Collaboration']",4.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Mendable,2022,1,2023-01-01,,,YC,"['Developer Tools', 'B2B', 'Customer Support']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Momentu,2021,1,2022-01-01,,,YC,"['Mental Health Tech', 'SaaS', 'B2B', 'Healthcare', 'HR Tech']",25.0,CO,2022-01-01,2024-06-30,0,2.4941820670773445
Drip,2021,1,2022-01-01,,,YC,[],15.0,BR,2022-01-01,2024-06-30,0,2.4941820670773445
Jasmine Energy,2022,1,2023-01-01,,,YC,"['Marketplace', 'Crypto / Web3', 'Climate']",6.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
FoodCourt,2021,1,2022-01-01,,,YC,"['Ghost Kitchens', 'Consumer', 'Delivery', 'Food Tech']",80.0,NG,2022-01-01,2024-06-30,0,2.4941820670773445
Sunpia,2022,1,2023-01-01,,,YC,"['Developer Tools', 'Kubernetes', 'Data Engineering']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Delight,2022,1,2023-01-01,,,YC,"['Generative AI', 'Machine Learning', 'Consumer', 'Dating', 'AI']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Mesh Analytics,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'Analytics', 'Marketing']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Invofox,2015,1,2016-01-01,,,YC,"['Artificial Intelligence', 'Fintech']",12.0,ES,2016-01-01,2024-06-30,0,8.49555099247091
Excheqr,2022,1,2023-01-01,,,YC,"['DeFi', 'SaaS', 'Crypto / Web3', 'B2B', 'DAO']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Hero,2021,1,2022-01-01,,,YC,"['Fintech', 'SaaS']",2.0,PA,2022-01-01,2024-06-30,0,2.4941820670773445
KemNet,2022,1,2023-01-01,,,YC,"['Marketplace', 'B2B', 'Digital Health', 'E-commerce', 'Therapeutics']",2.0,CA,2023-01-01,2024-06-30,0,1.4948665297741273
Patika,2021,1,2022-01-01,,,YC,"['Fintech', 'SaaS', 'Payments', 'B2B']",3.0,KE,2022-01-01,2024-06-30,0,2.4941820670773445
HOMLI,2021,1,2022-01-01,,,YC,"['Machine Learning', 'Real Estate', 'Consumer', 'Proptech', 'AI']",20.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Relay,2022,1,2023-01-01,,,YC,"['Mental Health Tech', 'Health Tech', 'Community']",5.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Relate,2019,1,2020-01-01,,,YC,"['SaaS', 'B2B', 'Sales', 'CRM']",7.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Lamin Labs,2022,1,2023-01-01,,,YC,"['Developer Tools', 'Machine Learning', 'B2B', 'Biotech', 'Data Engineering']",2.0,DE,2023-01-01,2024-06-30,0,1.4948665297741273
Masref,2021,1,2022-01-01,,,YC,"['Fintech', 'Neobank']",4.0,GB,2022-01-01,2024-06-30,0,2.4941820670773445
Findly,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Generative AI', 'B2B', 'Chatbot', 'Data Engineering']",6.0,,2023-01-01,2024-06-30,0,1.4948665297741273
Trendex - Own the stars,2021,1,2022-01-01,,,YC,"['Fintech', 'Sports Tech', 'Gaming']",9.0,FR,2022-01-01,2024-06-30,0,2.4941820670773445
AiPrise,2022,1,2023-01-01,,,YC,"['Fintech', 'B2B', 'Identity', 'Compliance', 'Regtech']",8.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Hiresure.ai,2020,1,2021-01-01,,,YC,"['SaaS', 'Human Resources', 'B2B', 'HR Tech']",35.0,IN,2021-01-01,2024-06-30,0,3.4934976043805612
Blacktop Hoops by Vinci Games,2021,1,2022-01-01,,,YC,"['Virtual Reality', 'Consumer', 'Gaming', 'Metaverse']",7.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Roforco,2021,1,2022-01-01,,,YC,['Gaming'],14.0,GB,2022-01-01,2024-06-30,0,2.4941820670773445
Wand,2023,1,2024-01-01,,,YC,"['Solar Power', 'Real Estate', 'Climate', 'ClimateTech']",2.0,IL,2024-01-01,2024-06-30,0,0.49555099247091033
Ekho Dealer,2022,1,2023-01-01,,,YC,"['Auto Commerce', 'SaaS', 'B2B']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Unthread,2021,1,2022-01-01,,,YC,"['B2B', 'Messaging', 'Customer Success']",2.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Quindar,2022,1,2023-01-01,,,YC,"['SaaS', 'Space Exploration', 'Satellites', 'Aerospace']",7.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Payfura,2022,1,2023-01-01,,,YC,"['DeFi', 'Fintech', 'SaaS', 'Crypto / Web3', 'Payments']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Plutto,2022,1,2023-01-01,,,YC,"['Fintech', 'Identity', 'Latin America', 'Enterprise Software']",8.0,CL,2023-01-01,2024-06-30,0,1.4948665297741273
Anchor,2022,1,2023-01-01,,,YC,"['Banking as a Service', 'Fintech', 'Payments', 'B2B', 'API']",8.0,NG,2023-01-01,2024-06-30,0,1.4948665297741273
Kombo,2022,1,2023-01-01,,,YC,[],8.0,DE,2023-01-01,2024-06-30,0,1.4948665297741273
Hostfi,2022,1,2023-01-01,,,YC,['Neobank'],2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Ruffo,2022,1,2023-01-01,,,YC,"['Fintech', 'Real Estate', 'LegalTech', 'Proptech']",5.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Artemis Labs,2021,1,2022-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B']",3.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Feather,2022,1,2023-01-01,,,YC,"['Banking as a Service', 'Fintech', 'B2B', 'Infrastructure']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Tangia,2020,1,2021-01-01,,,YC,"['Payments', 'Live', 'Creator Economy']",4.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Grai,2021,1,2022-01-01,,,YC,"['Developer Tools', 'SaaS', 'Analytics', 'Open Source', 'Data Engineering']",3.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Fini,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Machine Learning', 'Robotic Process Automation', 'SaaS', 'B2B']",2.0,NL,2023-01-01,2024-06-30,0,1.4948665297741273
Metriport,2022,1,2023-01-01,,,YC,"['Developer Tools', 'B2B', 'Digital Health', 'Healthcare', 'API']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
iollo,2022,1,2023-01-01,,,YC,"['Generative AI', 'Health Tech', 'Biotech', 'Enterprise', 'AI']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Needl,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Machine Learning', 'SaaS', 'Productivity']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Garage,2021,1,2022-01-01,,,YC,"['Auto Commerce', 'Marketplace', 'Transportation']",54.0,GH,2022-01-01,2024-06-30,0,2.4941820670773445
Chowdeck,2021,1,2022-01-01,,,YC,['Logistics'],14.0,NG,2022-01-01,2024-06-30,0,2.4941820670773445
Maya Labs,2020,1,2021-01-01,,,YC,"['Generative AI', 'Robotic Process Automation', 'B2B', 'AI']",5.0,IN,2021-01-01,2024-06-30,0,3.4934976043805612
Manatee,2021,1,2022-01-01,,,YC,"['B2B', 'Sales']",2.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Pluralith,2022,1,2023-01-01,,,YC,"['Developer Tools', 'DevSecOps', 'SaaS']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
FlyCode,2021,1,2022-01-01,,,YC,"['Developer Tools', 'SaaS', 'Productivity', 'Collaboration']",7.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Diversion,2021,1,2022-01-01,,,YC,"['Developer Tools', 'DevSecOps', 'SaaS', 'Enterprise']",7.0,IL,2022-01-01,2024-06-30,0,2.4941820670773445
Cambio,2020,1,2021-01-01,,,YC,"['Fintech', 'Consumer', 'Social']",4.0,US,2021-01-01,2024-06-30,0,3.4934976043805612
Payable,2022,1,2023-01-01,,,YC,"['Fintech', 'Payments']",8.0,ID,2023-01-01,2024-06-30,0,1.4948665297741273
Mintplex,2022,1,2023-01-01,,,YC,[],2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Hedgehog,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Robotics', 'Climate', 'Food Tech', 'Agriculture']",4.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Coris,2022,1,2023-01-01,,,YC,"['Fintech', 'Insurance']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Bitstack,2021,1,2022-01-01,,,YC,['Crypto / Web3'],8.0,FR,2022-01-01,2024-06-30,0,2.4941820670773445
Airhart Aeronautics,2022,1,2023-01-01,,,YC,"['Airplanes', 'Aerospace']",6.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Zoltar Labs,2021,1,2022-01-01,,,YC,"['Developer Tools', 'SaaS', 'Crypto / Web3']",5.0,US,2022-01-01,2024-06-30,0,2.4941820670773445
Shipmates,2021,1,2022-01-01,,,YC,['Logistics'],12.0,PH,2022-01-01,2024-06-30,0,2.4941820670773445
Nucleus,2022,1,2023-01-01,,,YC,"['Developer Tools', 'SaaS', 'B2B']",3.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Peoplebox,2018,1,2019-01-01,,,YC,"['SaaS', 'B2B', 'Productivity', 'HR Tech', 'Enterprise']",20.0,US,2019-01-01,2024-06-30,0,5.494866529774128
Sytex,2019,1,2020-01-01,,,YC,"['SaaS', 'B2B']",22.0,AR,2020-01-01,2024-06-30,0,4.4955509924709105
Provision,2022,1,2023-01-01,,,YC,"['Documents', 'Machine Learning', 'Construction', 'Productivity', 'NLP']",2.0,CA,2023-01-01,2024-06-30,0,1.4948665297741273
Videobug,2022,1,2023-01-01,,,YC,['Developer Tools'],2.0,IN,2023-01-01,2024-06-30,0,1.4948665297741273
NewsCatcher,2021,1,2022-01-01,,,YC,"['B2B', 'Analytics', 'API', 'NLP', 'Enterprise']",6.0,FR,2022-01-01,2024-06-30,0,2.4941820670773445
Typewise,2020,1,2021-01-01,,,YC,"['Artificial Intelligence', 'Machine Learning', 'B2B', 'Productivity', 'API']",12.0,CH,2021-01-01,2024-06-30,0,3.4934976043805612
Pulppo,2022,1,2023-01-01,,,YC,"['Real Estate', 'Proptech']",29.0,MX,2023-01-01,2024-06-30,0,1.4948665297741273
Tersho,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'SaaS', 'B2B', 'Analytics', 'No-code']",2.0,IN,2023-01-01,2024-06-30,0,1.4948665297741273
BiggerPicture,2019,1,2020-01-01,,,YC,"['Scheduling', 'Logistics']",5.0,US,2020-01-01,2024-06-30,0,4.4955509924709105
Ajourney,2022,1,2023-01-01,,,YC,"['SaaS', 'B2B', 'HR Tech']",3.0,SG,2023-01-01,2024-06-30,0,1.4948665297741273
Slauth.io,2022,1,2023-01-01,,,YC,"['Developer Tools', 'DevSecOps', 'Productivity', 'Compliance', 'Security']",4.0,IL,2023-01-01,2024-06-30,0,1.4948665297741273
Apprecio,2021,1,2022-01-01,,,YC,"['Fintech', 'Payments', 'Latin America']",15.0,MX,2022-01-01,2024-06-30,0,2.4941820670773445
Flair Labs,2022,1,2023-01-01,,,YC,"['Artificial Intelligence', 'Generative AI', 'NLP', 'AI Assistant']",2.0,US,2023-01-01,2024-06-30,0,1.4948665297741273
Ordinary Seafood,2022,1,2023-01-01,,,YC,[],6.0,DE,2023-01-01,2024-06-30,0,1.4948665297741273
